Absolute Time,x_in,y_in
3573107383.053029,7.555474,-26.768215
3573107383.063029,7.555818,-26.767842
3573107383.073030,7.556163,-26.767468
3573107383.083032,7.556507,-26.767094
3573107383.093031,7.556851,-26.766720
3573107383.103033,7.557194,-26.766345
3573107383.113032,7.557538,-26.765971
3573107383.123032,7.557881,-26.765596
3573107383.133032,7.558225,-26.765221
3573107383.143032,7.558568,-26.764846
3573107383.153031,7.558910,-26.764471
3573107383.163034,7.559253,-26.764095
3573107383.173034,7.559596,-26.763719
3573107383.183033,7.559938,-26.763343
3573107383.193033,7.560280,-26.762967
3573107383.203034,7.560622,-26.762591
3573107383.213035,7.560964,-26.762214
3573107383.223037,7.561306,-26.761837
3573107383.233035,7.561647,-26.761460
3573107383.243035,7.561989,-26.761083
3573107383.253034,7.562330,-26.760706
3573107383.263036,7.562671,-26.760328
3573107383.273036,7.563011,-26.759950
3573107383.283037,7.563352,-26.759572
3573107383.293037,7.563693,-26.759194
3573107383.303037,7.564033,-26.758815
3573107383.313037,7.564373,-26.758437
3573107383.323037,7.564713,-26.758058
3573107383.333037,7.565053,-26.757679
3573107383.343039,7.565392,-26.757300
3573107383.353036,7.565731,-26.756920
3573107383.363039,7.566071,-26.756541
3573107383.373038,7.566410,-26.756161
3573107383.383039,7.566749,-26.755781
3573107383.393039,7.567087,-26.755400
3573107383.403040,7.567426,-26.755020
3573107383.413040,7.567764,-26.754639
3573107383.423040,7.568102,-26.754258
3573107383.433041,7.568440,-26.753877
3573107383.443041,7.568778,-26.753496
3573107383.453040,7.569115,-26.753115
3573107383.463043,7.569453,-26.752733
3573107383.473041,7.569790,-26.752351
3573107383.483041,7.570127,-26.751969
3573107383.493041,7.570464,-26.751587
3573107383.503042,7.570801,-26.751204
3573107383.513041,7.571137,-26.750821
3573107383.523044,7.571474,-26.750438
3573107383.533043,7.571810,-26.750055
3573107383.543043,7.572146,-26.749672
3573107383.553042,7.572481,-26.749288
3573107383.563045,7.572817,-26.748905
3573107383.573043,7.573152,-26.748521
3573107383.583045,7.573488,-26.748137
3573107383.593045,7.573823,-26.747752
3573107383.603045,7.574158,-26.747368
3573107383.613045,7.574492,-26.746983
3573107383.623045,7.574827,-26.746598
3573107383.633046,7.575161,-26.746213
3573107383.643047,7.575495,-26.745827
3573107383.653047,7.575829,-26.745442
3573107383.663047,7.576163,-26.745056
3573107383.673048,7.576497,-26.744670
3573107383.683049,7.576830,-26.744284
3573107383.693046,7.577163,-26.743897
3573107383.703049,7.577496,-26.743510
3573107383.713048,7.577829,-26.743124
3573107383.723048,7.578162,-26.742736
3573107383.733049,7.578494,-26.742349
3573107383.743050,7.578826,-26.741962
3573107383.753049,7.579159,-26.741574
3573107383.763051,7.579490,-26.741186
3573107383.773049,7.579822,-26.740798
3573107383.783050,7.580154,-26.740410
3573107383.793049,7.580485,-26.740021
3573107383.803050,7.580816,-26.739632
3573107383.813049,7.581147,-26.739243
3573107383.823051,7.581478,-26.738854
3573107383.833051,7.581808,-26.738465
3573107383.843050,7.582139,-26.738075
3573107383.853051,7.582469,-26.737685
3573107383.863051,7.582799,-26.737295
3573107383.873053,7.583129,-26.736905
3573107383.883053,7.583459,-26.736515
3573107383.893053,7.583788,-26.736124
3573107383.903052,7.584117,-26.735733
3573107383.913053,7.584446,-26.735342
3573107383.923053,7.584775,-26.734951
3573107383.933053,7.585104,-26.734559
3573107383.943054,7.585432,-26.734168
3573107383.953054,7.585761,-26.733776
3573107383.963054,7.586089,-26.733384
3573107383.973054,7.586417,-26.732991
3573107383.983055,7.586744,-26.732599
3573107383.993054,7.587072,-26.732206
3573107384.003056,7.587399,-26.731813
3573107384.013056,7.587726,-26.731420
3573107384.023056,7.588053,-26.731026
3573107384.033056,7.588380,-26.730633
3573107384.043056,7.588707,-26.730239
3573107384.053057,7.589033,-26.729845
3573107384.063056,7.589359,-26.729451
3573107384.073056,7.589685,-26.729056
3573107384.083056,7.590011,-26.728662
3573107384.093055,7.590337,-26.728267
3573107384.103057,7.590662,-26.727872
3573107384.113057,7.590987,-26.727476
3573107384.123059,7.591312,-26.727081
3573107384.133058,7.591637,-26.726685
3573107384.143058,7.591962,-26.726289
3573107384.153061,7.592286,-26.725893
3573107384.163061,7.592610,-26.725497
3573107384.173061,7.592934,-26.725100
3573107384.183060,7.593258,-26.724703
3573107384.193062,7.593582,-26.724306
3573107384.203062,7.593905,-26.723909
3573107384.213062,7.594228,-26.723511
3573107384.223061,7.594551,-26.723114
3573107384.233061,7.594874,-26.722716
3573107384.243063,7.595197,-26.722318
3573107384.253063,7.595519,-26.721919
3573107384.263062,7.595842,-26.721521
3573107384.273062,7.596164,-26.721122
3573107384.283063,7.596485,-26.720723
3573107384.293063,7.596807,-26.720324
3573107384.303063,7.597128,-26.719925
3573107384.313062,7.597450,-26.719525
3573107384.323064,7.597771,-26.719125
3573107384.333065,7.598092,-26.718725
3573107384.343062,7.598412,-26.718325
3573107384.353067,7.598733,-26.717924
3573107384.363064,7.599053,-26.717524
3573107384.373067,7.599373,-26.717123
3573107384.383065,7.599693,-26.716722
3573107384.393066,7.600012,-26.716320
3573107384.403066,7.600332,-26.715919
3573107384.413067,7.600651,-26.715517
3573107384.423068,7.600970,-26.715115
3573107384.433068,7.601289,-26.714713
3573107384.443066,7.601607,-26.714310
3573107384.453070,7.601926,-26.713908
3573107384.463068,7.602244,-26.713505
3573107384.473068,7.602562,-26.713102
3573107384.483070,7.602880,-26.712699
3573107384.493069,7.603197,-26.712295
3573107384.503070,7.603515,-26.711891
3573107384.513070,7.603832,-26.711487
3573107384.523070,7.604149,-26.711083
3573107384.533071,7.604466,-26.710679
3573107384.543070,7.604782,-26.710274
3573107384.553073,7.605099,-26.709869
3573107384.563070,7.605415,-26.709464
3573107384.573071,7.605731,-26.709059
3573107384.583072,7.606046,-26.708654
3573107384.593072,7.606362,-26.708248
3573107384.603073,7.606677,-26.707842
3573107384.613073,7.606992,-26.707436
3573107384.623075,7.607307,-26.707030
3573107384.633073,7.607622,-26.706623
3573107384.643072,7.607937,-26.706216
3573107384.653078,7.608251,-26.705809
3573107384.663074,7.608565,-26.705402
3573107384.673077,7.608879,-26.704994
3573107384.683078,7.609192,-26.704587
3573107384.693076,7.609506,-26.704179
3573107384.703077,7.609819,-26.703771
3573107384.713075,7.610132,-26.703363
3573107384.723078,7.610445,-26.702954
3573107384.733076,7.610758,-26.702545
3573107384.743075,7.611070,-26.702136
3573107384.753078,7.611382,-26.701727
3573107384.763076,7.611694,-26.701318
3573107384.773076,7.612006,-26.700908
3573107384.783076,7.612318,-26.700498
3573107384.793075,7.612629,-26.700088
3573107384.803076,7.612940,-26.699678
3573107384.813079,7.613251,-26.699267
3573107384.823077,7.613562,-26.698856
3573107384.833077,7.613872,-26.698445
3573107384.843078,7.614183,-26.698034
3573107384.853082,7.614493,-26.697623
3573107384.863078,7.614803,-26.697211
3573107384.873078,7.615112,-26.696799
3573107384.883077,7.615422,-26.696387
3573107384.893079,7.615731,-26.695975
3573107384.903079,7.616040,-26.695562
3573107384.913080,7.616349,-26.695150
3573107384.923079,7.616657,-26.694737
3573107384.933079,7.616966,-26.694324
3573107384.943077,7.617274,-26.693910
3573107384.953083,7.617582,-26.693497
3573107384.963079,7.617890,-26.693083
3573107384.973079,7.618197,-26.692669
3573107384.983080,7.618504,-26.692254
3573107384.993079,7.618811,-26.691840
3573107385.003080,7.619118,-26.691425
3573107385.013081,7.619425,-26.691010
3573107385.023081,7.619731,-26.690595
3573107385.033082,7.620038,-26.690179
3573107385.043079,7.620344,-26.689764
3573107385.053087,7.620649,-26.689348
3573107385.063082,7.620955,-26.688932
3573107385.073082,7.621260,-26.688516
3573107385.083083,7.621565,-26.688099
3573107385.093081,7.621870,-26.687682
3573107385.103084,7.622175,-26.687265
3573107385.113082,7.622480,-26.686848
3573107385.123082,7.622784,-26.686431
3573107385.133082,7.623088,-26.686013
3573107385.143082,7.623392,-26.685595
3573107385.153090,7.623695,-26.685177
3573107385.163082,7.623999,-26.684759
3573107385.173083,7.624302,-26.684340
3573107385.183082,7.624605,-26.683922
3573107385.193082,7.624908,-26.683503
3573107385.203082,7.625210,-26.683083
3573107385.213082,7.625512,-26.682664
3573107385.223083,7.625815,-26.682244
3573107385.233081,7.626116,-26.681824
3573107385.243081,7.626418,-26.681404
3573107385.253090,7.626719,-26.680984
3573107385.263083,7.627021,-26.680563
3573107385.273082,7.627322,-26.680143
3573107385.283082,7.627622,-26.679722
3573107385.293082,7.627923,-26.679300
3573107385.303082,7.628223,-26.678879
3573107385.313082,7.628523,-26.678457
3573107385.323081,7.628823,-26.678035
3573107385.333083,7.629123,-26.677613
3573107385.343079,7.629422,-26.677191
3573107385.353089,7.629721,-26.676768
3573107385.363081,7.630020,-26.676346
3573107385.373082,7.630319,-26.675923
3573107385.383085,7.630618,-26.675499
3573107385.393083,7.630916,-26.675076
3573107385.403084,7.631214,-26.674652
3573107385.413085,7.631512,-26.674228
3573107385.423085,7.631809,-26.673804
3573107385.433085,7.632107,-26.673380
3573107385.443083,7.632404,-26.672955
3573107385.453091,7.632701,-26.672530
3573107385.463084,7.632998,-26.672105
3573107385.473084,7.633294,-26.671680
3573107385.483084,7.633591,-26.671254
3573107385.493084,7.633887,-26.670829
3573107385.503085,7.634182,-26.670403
3573107385.513085,7.634478,-26.669976
3573107385.523087,7.634773,-26.669550
3573107385.533086,7.635069,-26.669123
3573107385.543085,7.635363,-26.668696
3573107385.553090,7.635658,-26.668269
3573107385.563088,7.635953,-26.667842
3573107385.573087,7.636247,-26.667414
3573107385.583087,7.636541,-26.666987
3573107385.593088,7.636835,-26.666559
3573107385.603088,7.637128,-26.666130
3573107385.613088,7.637422,-26.665702
3573107385.623089,7.637715,-26.665273
3573107385.633089,7.638007,-26.664844
3573107385.643089,7.638300,-26.664415
3573107385.653090,7.638593,-26.663986
3573107385.663090,7.638885,-26.663556
3573107385.673090,7.639177,-26.663126
3573107385.683089,7.639468,-26.662696
3573107385.693090,7.639760,-26.662266
3573107385.703090,7.640051,-26.661836
3573107385.713093,7.640342,-26.661405
3573107385.723092,7.640633,-26.660974
3573107385.733092,7.640924,-26.660543
3573107385.743093,7.641214,-26.660111
3573107385.753091,7.641504,-26.659680
3573107385.763093,7.641794,-26.659248
3573107385.773094,7.642084,-26.658816
3573107385.783095,7.642373,-26.658383
3573107385.793095,7.642662,-26.657951
3573107385.803096,7.642951,-26.657518
3573107385.813095,7.643240,-26.657085
3573107385.823096,7.643528,-26.656652
3573107385.833096,7.643817,-26.656218
3573107385.843096,7.644105,-26.655785
3573107385.853092,7.644392,-26.655351
3573107385.863099,7.644680,-26.654916
3573107385.873097,7.644967,-26.654482
3573107385.883098,7.645254,-26.654047
3573107385.893097,7.645541,-26.653613
3573107385.903098,7.645828,-26.653178
3573107385.913098,7.646114,-26.652742
3573107385.923100,7.646401,-26.652307
3573107385.933099,7.646686,-26.651871
3573107385.943098,7.646972,-26.651435
3573107385.953094,7.647258,-26.650999
3573107385.963099,7.647543,-26.650562
3573107385.973101,7.647828,-26.650126
3573107385.983102,7.648113,-26.649689
3573107385.993100,7.648397,-26.649252
3573107386.003101,7.648681,-26.648814
3573107386.013101,7.648965,-26.648377
3573107386.023102,7.649249,-26.647939
3573107386.033102,7.649533,-26.647501
3573107386.043102,7.649816,-26.647062
3573107386.053096,7.650099,-26.646624
3573107386.063102,7.650382,-26.646185
3573107386.073102,7.650665,-26.645746
3573107386.083103,7.650947,-26.645307
3573107386.093102,7.651229,-26.644868
3573107386.103104,7.651511,-26.644428
3573107386.113103,7.651793,-26.643988
3573107386.123104,7.652074,-26.643548
3573107386.133104,7.652356,-26.643107
3573107386.143104,7.652636,-26.642667
3573107386.153099,7.652917,-26.642226
3573107386.163105,7.653198,-26.641785
3573107386.173105,7.653478,-26.641344
3573107386.183105,7.653758,-26.640902
3573107386.193105,7.654038,-26.640461
3573107386.203106,7.654317,-26.640019
3573107386.213106,7.654597,-26.639576
3573107386.223107,7.654876,-26.639134
3573107386.233107,7.655154,-26.638691
3573107386.243106,7.655433,-26.638248
3573107386.253102,7.655711,-26.637805
3573107386.263107,7.655989,-26.637362
3573107386.273108,7.656267,-26.636918
3573107386.283108,7.656545,-26.636475
3573107386.293108,7.656822,-26.636030
3573107386.303108,7.657099,-26.635586
3573107386.313109,7.657376,-26.635142
3573107386.323109,7.657653,-26.634697
3573107386.333109,7.657929,-26.634252
3573107386.343111,7.658206,-26.633807
3573107386.353106,7.658481,-26.633361
3573107386.363110,7.658757,-26.632916
3573107386.373110,7.659033,-26.632470
3573107386.383111,7.659308,-26.632024
3573107386.393112,7.659583,-26.631577
3573107386.403113,7.659857,-26.631131
3573107386.413112,7.660132,-26.630684
3573107386.423113,7.660406,-26.630237
3573107386.433112,7.660680,-26.629790
3573107386.443111,7.660954,-26.629342
3573107386.453110,7.661227,-26.628894
3573107386.463114,7.661501,-26.628446
3573107386.473114,7.661774,-26.627998
3573107386.483114,7.662046,-26.627550
3573107386.493114,7.662319,-26.627101
3573107386.503115,7.662591,-26.626652
3573107386.513114,7.662863,-26.626203
3573107386.523116,7.663135,-26.625754
3573107386.533116,7.663407,-26.625304
3573107386.543115,7.663678,-26.624854
3573107386.553112,7.663949,-26.624404
3573107386.563115,7.664220,-26.623954
3573107386.573117,7.664490,-26.623503
3573107386.583117,7.664761,-26.623053
3573107386.593117,7.665031,-26.622602
3573107386.603117,7.665301,-26.622150
3573107386.613117,7.665570,-26.621699
3573107386.623118,7.665839,-26.621247
3573107386.633117,7.666108,-26.620795
3573107386.643118,7.666377,-26.620343
3573107386.653113,7.666646,-26.619891
3573107386.663119,7.666914,-26.619438
3573107386.673119,7.667182,-26.618985
3573107386.683117,7.667450,-26.618532
3573107386.693119,7.667718,-26.618079
3573107386.703121,7.667985,-26.617625
3573107386.713121,7.668252,-26.617172
3573107386.723120,7.668519,-26.616718
3573107386.733120,7.668786,-26.616263
3573107386.743120,7.669052,-26.615809
3573107386.753117,7.669318,-26.615354
3573107386.763123,7.669584,-26.614899
3573107386.773122,7.669850,-26.614444
3573107386.783123,7.670115,-26.613989
3573107386.793122,7.670380,-26.613533
3573107386.803123,7.670645,-26.613077
3573107386.813123,7.670910,-26.612621
3573107386.823124,7.671174,-26.612165
3573107386.833123,7.671438,-26.611708
3573107386.843123,7.671702,-26.611251
3573107386.853119,7.671966,-26.610794
3573107386.863124,7.672229,-26.610337
3573107386.873124,7.672492,-26.609880
3573107386.883126,7.672755,-26.609422
3573107386.893126,7.673018,-26.608964
3573107386.903126,7.673280,-26.608506
3573107386.913126,7.673542,-26.608047
3573107386.923126,7.673804,-26.607589
3573107386.933126,7.674066,-26.607130
3573107386.943128,7.674327,-26.606671
3573107386.953122,7.674588,-26.606211
3573107386.963127,7.674849,-26.605752
3573107386.973127,7.675109,-26.605292
3573107386.983128,7.675370,-26.604832
3573107386.993128,7.675630,-26.604371
3573107387.003130,7.675890,-26.603911
3573107387.013129,7.676149,-26.603450
3573107387.023129,7.676409,-26.602989
3573107387.033129,7.676668,-26.602528
3573107387.043129,7.676927,-26.602066
3573107387.053125,7.677185,-26.601605
3573107387.063131,7.677444,-26.601143
3573107387.073130,7.677702,-26.600681
3573107387.083131,7.677959,-26.600218
3573107387.093131,7.678217,-26.599756
3573107387.103131,7.678474,-26.599293
3573107387.113132,7.678731,-26.598830
3573107387.123132,7.678988,-26.598366
3573107387.133132,7.679245,-26.597903
3573107387.143132,7.679501,-26.597439
3573107387.153129,7.679757,-26.596975
3573107387.163133,7.680013,-26.596511
3573107387.173133,7.680268,-26.596046
3573107387.183135,7.680524,-26.595581
3573107387.193134,7.680779,-26.595116
3573107387.203133,7.681033,-26.594651
3573107387.213135,7.681288,-26.594186
3573107387.223135,7.681542,-26.593720
3573107387.233135,7.681796,-26.593254
3573107387.243136,7.682050,-26.592788
3573107387.253130,7.682303,-26.592322
3573107387.263135,7.682557,-26.591855
3573107387.273136,7.682810,-26.591388
3573107387.283137,7.683062,-26.590921
3573107387.293136,7.683315,-26.590454
3573107387.303138,7.683567,-26.589986
3573107387.313137,7.683819,-26.589519
3573107387.323137,7.684071,-26.589051
3573107387.333138,7.684322,-26.588582
3573107387.343137,7.684573,-26.588114
3573107387.353134,7.684824,-26.587645
3573107387.363139,7.685075,-26.587176
3573107387.373140,7.685325,-26.586707
3573107387.383139,7.685575,-26.586238
3573107387.393139,7.685825,-26.585768
3573107387.403139,7.686075,-26.585298
3573107387.413140,7.686324,-26.584828
3573107387.423141,7.686573,-26.584358
3573107387.433140,7.686822,-26.583887
3573107387.443140,7.687071,-26.583416
3573107387.453136,7.687319,-26.582945
3573107387.463142,7.687567,-26.582474
3573107387.473142,7.687815,-26.582002
3573107387.483143,7.688062,-26.581531
3573107387.493143,7.688310,-26.581059
3573107387.503142,7.688557,-26.580586
3573107387.513143,7.688803,-26.580114
3573107387.523143,7.689050,-26.579641
3573107387.533144,7.689296,-26.579168
3573107387.543145,7.689542,-26.578695
3573107387.553139,7.689788,-26.578222
3573107387.563144,7.690033,-26.577748
3573107387.573144,7.690278,-26.577274
3573107387.583145,7.690523,-26.576800
3573107387.593145,7.690768,-26.576326
3573107387.603147,7.691013,-26.575851
3573107387.613146,7.691257,-26.575377
3573107387.623145,7.691501,-26.574902
3573107387.633146,7.691744,-26.574426
3573107387.643146,7.691988,-26.573951
3573107387.653141,7.692231,-26.573475
3573107387.663149,7.692474,-26.572999
3573107387.673147,7.692716,-26.572523
3573107387.683145,7.692958,-26.572047
3573107387.693148,7.693200,-26.571570
3573107387.703147,7.693442,-26.571093
3573107387.713150,7.693684,-26.570616
3573107387.723149,7.693925,-26.570139
3573107387.733150,7.694166,-26.569661
3573107387.743149,7.694407,-26.569183
3573107387.753145,7.694647,-26.568705
3573107387.763150,7.694888,-26.568227
3573107387.773150,7.695127,-26.567748
3573107387.783152,7.695367,-26.567269
3573107387.793150,7.695607,-26.566790
3573107387.803151,7.695846,-26.566311
3573107387.813151,7.696085,-26.565832
3573107387.823151,7.696323,-26.565352
3573107387.833152,7.696562,-26.564872
3573107387.843153,7.696800,-26.564392
3573107387.853148,7.697038,-26.563911
3573107387.863152,7.697275,-26.563431
3573107387.873153,7.697512,-26.562950
3573107387.883153,7.697749,-26.562469
3573107387.893154,7.697986,-26.561988
3573107387.903154,7.698223,-26.561506
3573107387.913154,7.698459,-26.561024
3573107387.923154,7.698695,-26.560542
3573107387.933154,7.698931,-26.560060
3573107387.943153,7.699166,-26.559577
3573107387.953150,7.699401,-26.559095
3573107387.963156,7.699636,-26.558612
3573107387.973156,7.699871,-26.558128
3573107387.983156,7.700105,-26.557645
3573107387.993157,7.700339,-26.557161
3573107388.003157,7.700573,-26.556677
3573107388.013157,7.700807,-26.556193
3573107388.023158,7.701040,-26.555709
3573107388.033158,7.701273,-26.555224
3573107388.043156,7.701506,-26.554739
3573107388.053153,7.701738,-26.554254
3573107388.063158,7.701971,-26.553769
3573107388.073159,7.702203,-26.553283
3573107388.083159,7.702434,-26.552798
3573107388.093160,7.702666,-26.552312
3573107388.103159,7.702897,-26.551825
3573107388.113159,7.703128,-26.551339
3573107388.123160,7.703358,-26.550852
3573107388.133160,7.703589,-26.550365
3573107388.143161,7.703819,-26.549878
3573107388.153156,7.704049,-26.549390
3573107388.163161,7.704278,-26.548903
3573107388.173162,7.704508,-26.548415
3573107388.183162,7.704737,-26.547927
3573107388.193162,7.704965,-26.547438
3573107388.203163,7.705194,-26.546950
3573107388.213162,7.705422,-26.546461
3573107388.223163,7.705650,-26.545972
3573107388.233164,7.705878,-26.545483
3573107388.243164,7.706105,-26.544993
3573107388.253159,7.706332,-26.544503
3573107388.263165,7.706559,-26.544013
3573107388.273164,7.706786,-26.543523
3573107388.283165,7.707012,-26.543033
3573107388.293164,7.707238,-26.542542
3573107388.303165,7.707464,-26.542051
3573107388.313165,7.707689,-26.541560
3573107388.323166,7.707915,-26.541068
3573107388.333167,7.708140,-26.540577
3573107388.343165,7.708364,-26.540085
3573107388.353162,7.708589,-26.539593
3573107388.363167,7.708813,-26.539101
3573107388.373168,7.709037,-26.538608
3573107388.383168,7.709260,-26.538115
3573107388.393168,7.709484,-26.537622
3573107388.403170,7.709707,-26.537129
3573107388.413168,7.709930,-26.536635
3573107388.423169,7.710152,-26.536142
3573107388.433169,7.710374,-26.535648
3573107388.443170,7.710596,-26.535153
3573107388.453164,7.710818,-26.534659
3573107388.463170,7.711040,-26.534164
3573107388.473170,7.711261,-26.533669
3573107388.483170,7.711482,-26.533174
3573107388.493170,7.711702,-26.532679
3573107388.503172,7.711923,-26.532183
3573107388.513172,7.712143,-26.531688
3573107388.523172,7.712362,-26.531191
3573107388.533172,7.712582,-26.530695
3573107388.543171,7.712801,-26.530199
3573107388.553167,7.713020,-26.529702
3573107388.563173,7.713239,-26.529205
3573107388.573173,7.713457,-26.528708
3573107388.583173,7.713675,-26.528210
3573107388.593173,7.713893,-26.527712
3573107388.603173,7.714111,-26.527215
3573107388.613174,7.714328,-26.526716
3573107388.623176,7.714545,-26.526218
3573107388.633174,7.714762,-26.525719
3573107388.643174,7.714979,-26.525221
3573107388.653170,7.715195,-26.524721
3573107388.663175,7.715411,-26.524222
3573107388.673175,7.715627,-26.523723
3573107388.683176,7.715842,-26.523223
3573107388.693176,7.716057,-26.522723
3573107388.703176,7.716272,-26.522222
3573107388.713178,7.716487,-26.521722
3573107388.723177,7.716701,-26.521221
3573107388.733177,7.716915,-26.520720
3573107388.743178,7.717129,-26.520219
3573107388.753173,7.717342,-26.519718
3573107388.763178,7.717555,-26.519216
3573107388.773178,7.717768,-26.518714
3573107388.783179,7.717981,-26.518212
3573107388.793179,7.718193,-26.517710
3573107388.803180,7.718405,-26.517207
3573107388.813179,7.718617,-26.516704
3573107388.823179,7.718829,-26.516201
3573107388.833179,7.719040,-26.515698
3573107388.843179,7.719251,-26.515194
3573107388.853176,7.719462,-26.514691
3573107388.863182,7.719672,-26.514187
3573107388.873182,7.719882,-26.513682
3573107388.883181,7.720092,-26.513178
3573107388.893182,7.720302,-26.512673
3573107388.903182,7.720511,-26.512168
3573107388.913182,7.720720,-26.511663
3573107388.923183,7.720929,-26.511158
3573107388.933183,7.721138,-26.510652
3573107388.943182,7.721346,-26.510146
3573107388.953178,7.721554,-26.509640
3573107388.963184,7.721761,-26.509134
3573107388.973184,7.721969,-26.508628
3573107388.983185,7.722176,-26.508121
3573107388.993185,7.722383,-26.507614
3573107389.003185,7.722589,-26.507107
3573107389.013185,7.722796,-26.506599
3573107389.023186,7.723002,-26.506091
3573107389.033186,7.723207,-26.505584
3573107389.043187,7.723413,-26.505075
3573107389.053182,7.723618,-26.504567
3573107389.063186,7.723823,-26.504058
3573107389.073187,7.724028,-26.503550
3573107389.083187,7.724232,-26.503040
3573107389.093187,7.724436,-26.502531
3573107389.103189,7.724640,-26.502022
3573107389.113187,7.724843,-26.501512
3573107389.123188,7.725046,-26.501002
3573107389.133188,7.725249,-26.500492
3573107389.143188,7.725452,-26.499981
3573107389.153183,7.725654,-26.499470
3573107389.163190,7.725856,-26.498959
3573107389.173190,7.726058,-26.498448
3573107389.183189,7.726260,-26.497937
3573107389.193190,7.726461,-26.497425
3573107389.203190,7.726662,-26.496913
3573107389.213191,7.726863,-26.496401
3573107389.223191,7.727063,-26.495889
3573107389.233192,7.727263,-26.495376
3573107389.243191,7.727463,-26.494864
3573107389.253188,7.727663,-26.494351
3573107389.263192,7.727862,-26.493837
3573107389.273192,7.728061,-26.493324
3573107389.283194,7.728260,-26.492810
3573107389.293193,7.728458,-26.492296
3573107389.303193,7.728656,-26.491782
3573107389.313193,7.728854,-26.491268
3573107389.323194,7.729052,-26.490753
3573107389.333194,7.729249,-26.490238
3573107389.343196,7.729446,-26.489723
3573107389.353190,7.729643,-26.489208
3573107389.363194,7.729839,-26.488692
3573107389.373195,7.730035,-26.488177
3573107389.383196,7.730231,-26.487661
3573107389.393196,7.730427,-26.487144
3573107389.403196,7.730622,-26.486628
3573107389.413197,7.730817,-26.486111
3573107389.423197,7.731012,-26.485594
3573107389.433197,7.731207,-26.485077
3573107389.443196,7.731401,-26.484560
3573107389.453193,7.731595,-26.484042
3573107389.463199,7.731788,-26.483524
3573107389.473199,7.731982,-26.483006
3573107389.483199,7.732175,-26.482488
3573107389.493199,7.732368,-26.481969
3573107389.503199,7.732560,-26.481451
3573107389.513199,7.732752,-26.480932
3573107389.523201,7.732944,-26.480412
3573107389.533200,7.733136,-26.479893
3573107389.543199,7.733327,-26.479373
3573107389.553196,7.733518,-26.478853
3573107389.563200,7.733709,-26.478333
3573107389.573201,7.733900,-26.477813
3573107389.583202,7.734090,-26.477292
3573107389.593202,7.734280,-26.476771
3573107389.603202,7.734470,-26.476250
3573107389.613201,7.734659,-26.475729
3573107389.623202,7.734848,-26.475207
3573107389.633203,7.735037,-26.474686
3573107389.643204,7.735225,-26.474164
3573107389.653198,7.735414,-26.473642
3573107389.663204,7.735602,-26.473119
3573107389.673204,7.735789,-26.472596
3573107389.683202,7.735977,-26.472074
3573107389.693204,7.736164,-26.471550
3573107389.703206,7.736351,-26.471027
3573107389.713206,7.736537,-26.470504
3573107389.723205,7.736724,-26.469980
3573107389.733205,7.736909,-26.469456
3573107389.743205,7.737095,-26.468931
3573107389.753201,7.737281,-26.468407
3573107389.763207,7.737466,-26.467882
3573107389.773206,7.737650,-26.467357
3573107389.783207,7.737835,-26.466832
3573107389.793206,7.738019,-26.466307
3573107389.803207,7.738203,-26.465781
3573107389.813208,7.738387,-26.465255
3573107389.823208,7.738570,-26.464729
3573107389.833209,7.738753,-26.464203
3573107389.843207,7.738936,-26.463676
3573107389.853205,7.739119,-26.463149
3573107389.863210,7.739301,-26.462622
3573107389.873209,7.739483,-26.462095
3573107389.883211,7.739665,-26.461568
3573107389.893210,7.739846,-26.461040
3573107389.903210,7.740027,-26.460512
3573107389.913210,7.740208,-26.459984
3573107389.923211,7.740389,-26.459456
3573107389.933211,7.740569,-26.458927
3573107389.943212,7.740749,-26.458398
3573107389.953207,7.740928,-26.457869
3573107389.963212,7.741108,-26.457340
3573107389.973212,7.741287,-26.456810
3573107389.983212,7.741466,-26.456281
3573107389.993213,7.741644,-26.455751
3573107390.003213,7.741822,-26.455221
3573107390.013213,7.742000,-26.454690
3573107390.023213,7.742178,-26.454160
3573107390.033214,7.742355,-26.453629
3573107390.043213,7.742533,-26.453098
3573107390.053210,7.742709,-26.452566
3573107390.063216,7.742886,-26.452035
3573107390.073215,7.743062,-26.451503
3573107390.083215,7.743238,-26.450971
3573107390.093216,7.743414,-26.450439
3573107390.103216,7.743589,-26.449906
3573107390.113215,7.743764,-26.449374
3573107390.123217,7.743939,-26.448841
3573107390.133216,7.744113,-26.448308
3573107390.143217,7.744288,-26.447774
3573107390.153213,7.744461,-26.447241
3573107390.163218,7.744635,-26.446707
3573107390.173218,7.744808,-26.446173
3573107390.183219,7.744981,-26.445639
3573107390.193219,7.745154,-26.445104
3573107390.203218,7.745327,-26.444569
3573107390.213220,7.745499,-26.444034
3573107390.223219,7.745671,-26.443499
3573107390.233220,7.745842,-26.442964
3573107390.243221,7.746014,-26.442428
3573107390.253216,7.746185,-26.441893
3573107390.263220,7.746355,-26.441356
3573107390.273221,7.746526,-26.440820
3573107390.283222,7.746696,-26.440284
3573107390.293221,7.746866,-26.439747
3573107390.303222,7.747035,-26.439210
3573107390.313222,7.747205,-26.438673
3573107390.323222,7.747374,-26.438135
3573107390.333223,7.747542,-26.437598
3573107390.343221,7.747711,-26.437060
3573107390.353219,7.747879,-26.436522
3573107390.363225,7.748047,-26.435983
3573107390.373224,7.748214,-26.435445
3573107390.383225,7.748381,-26.434906
3573107390.393225,7.748548,-26.434367
3573107390.403225,7.748715,-26.433828
