Absolute Time,u_hat,u_true,y_hat,y_m,y-error
3571895549.351538,-0.004538,-0.024144,-19.282535,-19.422693,-0.140157
3571895549.361537,-0.004683,-0.024162,-19.283488,-19.422693,-0.139204
3571895549.371539,-0.004827,-0.024181,-19.284432,-19.422693,-0.138260
3571895549.381538,-0.004968,-0.024199,-19.285368,-19.422693,-0.137324
3571895549.391538,-0.005109,-0.024217,-19.286296,-19.422693,-0.136397
3571895549.401539,-0.005247,-0.024236,-19.287215,-19.422693,-0.135478
3571895549.411539,-0.005385,-0.024254,-19.288125,-19.422693,-0.134567
3571895549.421540,-0.005520,-0.024272,-19.289027,-19.422693,-0.133665
3571895549.431539,-0.005655,-0.024290,-19.289921,-19.103590,0.186331
3571895549.441540,-0.005788,-0.024308,-19.290808,-19.103590,0.187217
3571895549.451539,-0.005651,-0.024325,-19.288552,-19.103590,0.184962
3571895549.461540,-0.005514,-0.024343,-19.286289,-19.103590,0.182699
3571895549.471541,-0.005378,-0.024360,-19.284047,-19.103590,0.180457
3571895549.481541,-0.005243,-0.024378,-19.281827,-19.103590,0.178237
3571895549.491540,-0.005109,-0.024395,-19.279628,-19.103590,0.176038
3571895549.501541,-0.004977,-0.024412,-19.277450,-19.103590,0.173860
3571895549.511542,-0.004847,-0.024429,-19.275293,-19.103590,0.171702
3571895549.521542,-0.004717,-0.024446,-19.273156,-19.103590,0.169566
3571895549.531542,-0.004589,-0.024463,-19.271040,-19.614798,-0.343758
3571895549.541542,-0.004462,-0.024480,-19.268945,-19.614798,-0.345854
3571895549.551542,-0.004629,-0.024497,-19.271641,-19.614798,-0.343157
3571895549.561543,-0.004798,-0.024513,-19.274358,-19.614798,-0.340440
3571895549.571543,-0.004965,-0.024530,-19.277050,-19.614798,-0.337748
3571895549.581543,-0.005130,-0.024546,-19.279716,-19.614798,-0.335082
3571895549.591542,-0.005293,-0.024563,-19.282358,-19.614798,-0.332440
3571895549.601544,-0.005454,-0.024579,-19.284975,-19.614798,-0.329823
3571895549.611545,-0.005614,-0.024595,-19.287567,-19.614798,-0.327231
3571895549.621545,-0.005772,-0.024611,-19.290136,-19.614798,-0.324663
3571895549.631545,-0.005928,-0.024627,-19.292680,-19.826484,-0.533804
3571895549.641544,-0.006083,-0.024643,-19.295200,-19.826484,-0.531284
3571895549.651545,-0.006153,-0.024658,-19.299584,-19.826484,-0.526900
3571895549.661545,-0.006222,-0.024674,-19.303945,-19.826484,-0.522539
3571895549.671546,-0.006290,-0.024690,-19.308265,-19.826484,-0.518219
3571895549.681546,-0.006358,-0.024705,-19.312543,-19.826484,-0.513940
3571895549.691546,-0.006424,-0.024720,-19.316781,-19.826484,-0.509703
3571895549.701547,-0.006490,-0.024736,-19.320978,-19.826484,-0.505506
3571895549.711547,-0.006555,-0.024751,-19.325135,-19.826484,-0.501349
3571895549.721548,-0.006619,-0.024766,-19.329253,-19.826484,-0.497231
3571895549.731547,-0.006683,-0.024781,-19.333331,-19.343733,-0.010402
3571895549.741548,-0.006746,-0.024795,-19.337370,-19.343733,-0.006363
3571895549.751547,-0.006830,-0.024810,-19.336371,-19.343733,-0.007362
3571895549.761548,-0.006914,-0.024825,-19.335334,-19.343733,-0.008399
3571895549.771548,-0.006998,-0.024839,-19.334307,-19.343733,-0.009426
3571895549.781549,-0.007080,-0.024854,-19.333291,-19.343733,-0.010442
3571895549.791547,-0.007161,-0.024868,-19.332285,-19.343733,-0.011448
3571895549.801549,-0.007242,-0.024883,-19.331290,-19.343733,-0.012443
3571895549.811550,-0.007321,-0.024897,-19.330305,-19.343733,-0.013428
3571895549.821549,-0.007400,-0.024911,-19.329330,-19.343733,-0.014404
3571895549.831550,-0.007477,-0.024925,-19.328364,-19.558126,-0.229762
3571895549.841550,-0.007554,-0.024939,-19.327409,-19.558126,-0.230717
3571895549.851550,-0.007719,-0.024952,-19.328384,-19.558126,-0.229742
3571895549.861550,-0.007882,-0.024966,-19.329368,-19.558126,-0.228758
3571895549.871552,-0.008044,-0.024980,-19.330344,-19.558126,-0.227782
3571895549.881551,-0.008204,-0.024993,-19.331311,-19.558126,-0.226815
3571895549.891551,-0.008362,-0.025007,-19.332269,-19.558126,-0.225857
3571895549.901552,-0.008518,-0.025020,-19.333218,-19.558126,-0.224908
3571895549.911552,-0.008673,-0.025033,-19.334159,-19.558126,-0.223967
3571895549.921553,-0.008825,-0.025046,-19.335091,-19.558126,-0.223035
3571895549.931552,-0.008977,-0.025060,-19.336015,-18.987482,0.348533
3571895549.941554,-0.009126,-0.025072,-19.336931,-18.987482,0.349448
3571895549.951553,-0.009162,-0.025085,-19.331726,-18.987482,0.344243
3571895549.961553,-0.009195,-0.025098,-19.326512,-18.987482,0.339030
3571895549.971553,-0.009229,-0.025111,-19.321349,-18.987482,0.333866
3571895549.981555,-0.009261,-0.025123,-19.316235,-18.987482,0.328753
3571895549.991554,-0.009294,-0.025136,-19.311171,-18.987482,0.323689
3571895550.001555,-0.009326,-0.025148,-19.306156,-18.987482,0.318673
3571895550.011555,-0.009357,-0.025161,-19.301189,-18.987482,0.313707
3571895550.021555,-0.009388,-0.025173,-19.296270,-18.987482,0.308788
3571895550.031555,-0.009419,-0.025185,-19.291399,-19.143399,0.148000
3571895550.041555,-0.009449,-0.025197,-19.286575,-19.143399,0.143176
3571895550.051557,-0.009277,-0.025209,-19.284041,-19.143399,0.140641
3571895550.061556,-0.009106,-0.025221,-19.281553,-19.143399,0.138154
3571895550.071556,-0.008937,-0.025233,-19.279089,-19.143399,0.135690
3571895550.081557,-0.008770,-0.025245,-19.276649,-19.143399,0.133250
3571895550.091556,-0.008604,-0.025256,-19.274232,-19.143399,0.130833
3571895550.101557,-0.008440,-0.025268,-19.271838,-19.143399,0.128438
3571895550.111558,-0.008277,-0.025279,-19.269466,-19.143399,0.126067
3571895550.121558,-0.008116,-0.025290,-19.267117,-19.143399,0.123718
3571895550.131558,-0.007957,-0.025302,-19.264790,-19.400519,-0.135729
3571895550.141558,-0.007799,-0.025313,-19.262486,-19.400519,-0.138034
3571895550.151558,-0.007799,-0.025324,-19.263281,-19.400519,-0.137238
3571895550.161559,-0.007800,-0.025335,-19.264099,-19.400519,-0.136420
3571895550.171559,-0.007801,-0.025346,-19.264908,-19.400519,-0.135611
3571895550.181560,-0.007802,-0.025357,-19.265710,-19.400519,-0.134809
3571895550.191559,-0.007803,-0.025368,-19.266504,-19.400519,-0.134015
3571895550.201560,-0.007804,-0.025378,-19.267291,-19.400519,-0.133228
3571895550.211560,-0.007805,-0.025389,-19.268070,-19.400519,-0.132449
3571895550.221559,-0.007806,-0.025399,-19.268841,-19.400519,-0.131678
3571895550.231561,-0.007806,-0.025410,-19.269606,-19.396489,-0.126884
3571895550.241561,-0.007807,-0.025420,-19.270362,-19.396489,-0.126127
3571895550.251562,-0.007782,-0.025430,-19.270164,-19.396489,-0.126325
3571895550.261561,-0.007758,-0.025441,-19.269960,-19.396489,-0.126529
3571895550.271561,-0.007734,-0.025451,-19.269758,-19.396489,-0.126732
3571895550.281562,-0.007710,-0.025461,-19.269557,-19.396489,-0.126933
3571895550.291562,-0.007686,-0.025471,-19.269358,-19.396489,-0.127131
3571895550.301562,-0.007662,-0.025480,-19.269161,-19.396489,-0.127328
3571895550.311563,-0.007639,-0.025490,-19.268966,-19.396489,-0.127524
3571895550.321561,-0.007616,-0.025500,-19.268772,-19.396489,-0.127717
3571895550.331563,-0.007593,-0.025509,-19.268581,-19.279080,-0.010499
3571895550.341564,-0.007570,-0.025519,-19.268391,-19.279080,-0.010689
3571895550.351563,-0.007559,-0.025528,-19.267724,-19.279080,-0.011356
3571895550.361564,-0.007547,-0.025538,-19.267059,-19.279080,-0.012021
3571895550.371565,-0.007536,-0.025547,-19.266400,-19.279080,-0.012679
3571895550.381564,-0.007525,-0.025556,-19.265748,-19.279080,-0.013332
3571895550.391564,-0.007514,-0.025565,-19.265102,-19.279080,-0.013978
3571895550.401566,-0.007503,-0.025574,-19.264462,-19.279080,-0.014618
3571895550.411565,-0.007492,-0.025583,-19.263828,-19.279080,-0.015251
3571895550.421566,-0.007481,-0.025592,-19.263201,-19.279080,-0.015879
3571895550.431566,-0.007470,-0.025601,-19.262580,-19.300853,-0.038273
3571895550.441566,-0.007459,-0.025610,-19.261964,-19.300853,-0.038889
3571895550.451566,-0.007300,-0.025618,-19.261009,-19.300853,-0.039844
3571895550.461567,-0.007140,-0.025627,-19.260060,-19.300853,-0.040793
3571895550.471567,-0.006981,-0.025635,-19.259119,-19.300853,-0.041734
3571895550.481567,-0.006825,-0.025644,-19.258188,-19.300853,-0.042665
3571895550.491567,-0.006670,-0.025652,-19.257265,-19.300853,-0.043588
3571895550.501567,-0.006516,-0.025660,-19.256350,-19.300853,-0.044503
3571895550.511567,-0.006364,-0.025668,-19.255444,-19.300853,-0.045409
3571895550.521568,-0.006214,-0.025676,-19.254546,-19.300853,-0.046307
3571895550.531569,-0.006065,-0.025685,-19.253657,-19.258798,-0.005141
3571895550.541569,-0.005917,-0.025692,-19.252776,-19.258798,-0.006022
3571895550.551569,-0.005688,-0.025700,-19.251530,-19.258798,-0.007268
3571895550.561570,-0.005459,-0.025708,-19.250293,-19.258798,-0.008505
3571895550.571569,-0.005233,-0.025716,-19.249067,-19.258798,-0.009731
3571895550.581570,-0.005010,-0.025723,-19.247852,-19.258798,-0.010946
3571895550.591568,-0.004788,-0.025731,-19.246648,-19.258798,-0.012150
3571895550.601570,-0.004569,-0.025739,-19.245456,-19.258798,-0.013342
3571895550.611570,-0.004352,-0.025746,-19.244274,-19.258798,-0.014524
3571895550.621572,-0.004138,-0.025753,-19.243103,-19.258798,-0.015695
3571895550.631571,-0.003925,-0.025761,-19.241943,-19.691459,-0.449516
3571895550.641572,-0.003715,-0.025768,-19.240793,-19.691459,-0.450666
3571895550.651571,-0.003757,-0.025775,-19.243632,-19.691459,-0.447827
3571895550.661572,-0.003802,-0.025782,-19.246481,-19.691459,-0.444978
3571895550.671572,-0.003846,-0.025789,-19.249303,-19.691459,-0.442156
3571895550.681573,-0.003890,-0.025796,-19.252097,-19.691459,-0.439362
3571895550.691572,-0.003933,-0.025803,-19.254864,-19.691459,-0.436595
3571895550.701572,-0.003976,-0.025809,-19.257604,-19.691459,-0.433855
3571895550.711574,-0.004018,-0.025816,-19.260317,-19.691459,-0.431142
3571895550.721575,-0.004059,-0.025823,-19.263003,-19.691459,-0.428456
3571895550.731574,-0.004101,-0.025829,-19.265663,-19.550185,-0.284522
3571895550.741574,-0.004141,-0.025836,-19.268296,-19.550185,-0.281889
3571895550.751575,-0.004611,-0.025842,-19.269665,-19.550185,-0.280520
3571895550.761574,-0.005080,-0.025848,-19.271007,-19.550185,-0.279177
3571895550.771575,-0.005543,-0.025855,-19.272338,-19.550185,-0.277847
3571895550.781575,-0.006002,-0.025861,-19.273656,-19.550185,-0.276529
3571895550.791575,-0.006456,-0.025867,-19.274961,-19.550185,-0.275224
3571895550.801576,-0.006905,-0.025873,-19.276255,-19.550185,-0.273930
3571895550.811575,-0.007350,-0.025879,-19.277536,-19.550185,-0.272649
3571895550.821576,-0.007790,-0.025885,-19.278805,-19.550185,-0.271379
3571895550.831577,-0.008225,-0.025891,-19.280063,-19.102384,0.177679
3571895550.841577,-0.008655,-0.025897,-19.281309,-19.102384,0.178925
3571895550.851577,-0.008569,-0.025902,-19.278720,-19.102384,0.176337
3571895550.861578,-0.008481,-0.025908,-19.276122,-19.102384,0.173738
3571895550.871576,-0.008393,-0.025914,-19.273548,-19.102384,0.171164
3571895550.881577,-0.008306,-0.025919,-19.270999,-19.102384,0.168615
3571895550.891578,-0.008220,-0.025925,-19.268474,-19.102384,0.166090
3571895550.901578,-0.008134,-0.025930,-19.265973,-19.102384,0.163589
3571895550.911579,-0.008050,-0.025935,-19.263495,-19.102384,0.161112
3571895550.921579,-0.007966,-0.025941,-19.261042,-19.102384,0.158658
3571895550.931579,-0.007883,-0.025946,-19.258612,-18.649734,0.608877
3571895550.941580,-0.007801,-0.025951,-19.256205,-18.649734,0.606471
3571895550.951580,-0.007430,-0.025956,-19.250121,-18.649734,0.600386
3571895550.961580,-0.007061,-0.025961,-19.244060,-18.649734,0.594325
3571895550.971581,-0.006696,-0.025966,-19.238056,-18.649734,0.588322
3571895550.981581,-0.006334,-0.025971,-19.232109,-18.649734,0.582375
3571895550.991580,-0.005976,-0.025976,-19.226219,-18.649734,0.576484
3571895551.001581,-0.005622,-0.025980,-19.220384,-18.649734,0.570650
3571895551.011581,-0.005272,-0.025985,-19.214605,-18.649734,0.564871
3571895551.021582,-0.004925,-0.025990,-19.208881,-18.649734,0.559146
3571895551.031581,-0.004582,-0.025994,-19.203210,-19.859568,-0.656357
3571895551.041582,-0.004242,-0.025999,-19.197594,-19.859568,-0.661974
3571895551.051581,-0.004695,-0.026003,-19.203017,-19.859568,-0.656551
3571895551.061584,-0.005150,-0.026008,-19.208494,-19.859568,-0.651074
3571895551.071583,-0.005601,-0.026012,-19.213920,-19.859568,-0.645648
3571895551.081584,-0.006048,-0.026016,-19.219295,-19.859568,-0.640273
3571895551.091582,-0.006489,-0.026020,-19.224619,-19.859568,-0.634949
3571895551.101583,-0.006926,-0.026025,-19.229893,-19.859568,-0.629675
3571895551.111584,-0.007358,-0.026029,-19.235118,-19.859568,-0.624450
3571895551.121584,-0.007785,-0.026033,-19.240293,-19.859568,-0.619275
3571895551.131585,-0.008208,-0.026037,-19.245419,-19.304710,-0.059291
3571895551.141584,-0.008627,-0.026040,-19.250498,-19.304710,-0.054212
3571895551.151585,-0.008592,-0.026044,-19.249341,-19.304710,-0.055369
3571895551.161584,-0.008552,-0.026048,-19.248135,-19.304710,-0.056575
3571895551.171586,-0.008513,-0.026052,-19.246940,-19.304710,-0.057770
3571895551.181585,-0.008474,-0.026055,-19.245757,-19.304710,-0.058953
3571895551.191586,-0.008435,-0.026059,-19.244586,-19.304710,-0.060124
3571895551.201586,-0.008397,-0.026063,-19.243425,-19.304710,-0.061285
3571895551.211586,-0.008359,-0.026066,-19.242276,-19.304710,-0.062434
3571895551.221584,-0.008321,-0.026070,-19.241138,-19.304710,-0.063572
3571895551.231586,-0.008284,-0.026073,-19.240010,-19.143584,0.096426
3571895551.241587,-0.008247,-0.026076,-19.238894,-19.143584,0.095309
3571895551.251588,-0.008152,-0.026079,-19.236721,-19.143584,0.093137
3571895551.261588,-0.008058,-0.026083,-19.234559,-19.143584,0.090975
3571895551.271588,-0.007965,-0.026086,-19.232418,-19.143584,0.088833
3571895551.281589,-0.007872,-0.026089,-19.230297,-19.143584,0.086712
3571895551.291587,-0.007781,-0.026092,-19.228196,-19.143584,0.084611
3571895551.301590,-0.007690,-0.026095,-19.226115,-19.143584,0.082531
3571895551.311590,-0.007600,-0.026098,-19.224054,-19.143584,0.080470
3571895551.321589,-0.007511,-0.026101,-19.222013,-19.143584,0.078429
3571895551.331591,-0.007423,-0.026104,-19.219992,-19.164245,0.055747
3571895551.341590,-0.007336,-0.026106,-19.217990,-19.164245,0.053745
3571895551.351590,-0.007264,-0.026109,-19.216823,-19.164245,0.052578
3571895551.361589,-0.007193,-0.026112,-19.215676,-19.164245,0.051431
3571895551.371591,-0.007123,-0.026114,-19.214540,-19.164245,0.050295
3571895551.381591,-0.007054,-0.026117,-19.213414,-19.164245,0.049169
3571895551.391590,-0.006985,-0.026119,-19.212299,-19.164245,0.048054
3571895551.401592,-0.006917,-0.026122,-19.211195,-19.164245,0.046950
3571895551.411592,-0.006849,-0.026124,-19.210102,-19.164245,0.045857
3571895551.421592,-0.006782,-0.026127,-19.209018,-19.164245,0.044773
3571895551.431592,-0.006716,-0.026129,-19.207946,-18.294503,0.913443
3571895551.441593,-0.006650,-0.026131,-19.206883,-18.294503,0.912381
3571895551.451593,-0.006264,-0.026133,-19.196106,-18.294503,0.901603
3571895551.461592,-0.005878,-0.026135,-19.185339,-18.294503,0.890836
3571895551.471593,-0.005496,-0.026137,-19.174674,-18.294503,0.880172
3571895551.481594,-0.005117,-0.026139,-19.164113,-18.294503,0.869610
3571895551.491593,-0.004743,-0.026141,-19.153653,-18.294503,0.859150
3571895551.501594,-0.004373,-0.026143,-19.143294,-18.294503,0.848791
3571895551.511594,-0.004006,-0.026145,-19.133034,-18.294503,0.838531
3571895551.521595,-0.003643,-0.026147,-19.122873,-18.294503,0.828370
3571895551.531594,-0.003284,-0.026149,-19.112810,-19.465605,-0.352795
3571895551.541595,-0.002929,-0.026151,-19.102844,-19.465605,-0.362762
3571895551.551595,-0.003135,-0.026152,-19.104931,-19.465605,-0.360674
3571895551.561595,-0.003345,-0.026154,-19.107114,-19.465605,-0.358492
3571895551.571596,-0.003553,-0.026156,-19.109276,-19.465605,-0.356329
3571895551.581596,-0.003758,-0.026157,-19.111419,-19.465605,-0.354187
3571895551.591596,-0.003962,-0.026159,-19.113541,-19.465605,-0.352065
3571895551.601597,-0.004163,-0.026160,-19.115643,-19.465605,-0.349963
3571895551.611598,-0.004363,-0.026161,-19.117728,-19.465605,-0.347878
3571895551.621598,-0.004560,-0.026162,-19.119796,-19.465605,-0.345809
3571895551.631598,-0.004755,-0.026163,-19.121848,-19.351945,-0.230097
3571895551.641598,-0.004948,-0.026163,-19.123883,-19.351945,-0.228062
3571895551.651598,-0.005112,-0.026162,-19.125182,-19.351945,-0.226763
3571895551.661599,-0.005275,-0.026161,-19.126464,-19.351945,-0.225480
3571895551.671598,-0.005436,-0.026160,-19.127737,-19.351945,-0.224208
3571895551.681599,-0.005596,-0.026158,-19.129000,-19.351945,-0.222945
3571895551.691599,-0.005753,-0.026156,-19.130253,-19.351945,-0.221692
3571895551.701600,-0.005909,-0.026154,-19.131496,-19.351945,-0.220448
3571895551.711599,-0.006064,-0.026151,-19.132730,-19.351945,-0.219214
3571895551.721600,-0.006216,-0.026148,-19.133955,-19.351945,-0.217990
3571895551.731599,-0.006367,-0.026145,-19.135170,-18.146284,0.988886
3571895551.741601,-0.006517,-0.026141,-19.136376,-18.146284,0.990092
3571895551.751600,-0.006191,-0.026137,-19.125927,-18.146284,0.979643
3571895551.761601,-0.005863,-0.026132,-19.115468,-18.146284,0.969184
3571895551.771601,-0.005539,-0.026127,-19.105110,-18.146284,0.958825
3571895551.781601,-0.005218,-0.026122,-19.094852,-18.146284,0.948568
3571895551.791601,-0.004901,-0.026116,-19.084694,-18.146284,0.938410
3571895551.801603,-0.004587,-0.026110,-19.074635,-18.146284,0.928350
3571895551.811603,-0.004276,-0.026104,-19.064673,-18.146284,0.918389
3571895551.821603,-0.003968,-0.026098,-19.054809,-18.146284,0.908525
3571895551.831601,-0.003664,-0.026091,-19.045040,-18.703797,0.341243
3571895551.841602,-0.003363,-0.026083,-19.035367,-18.703797,0.331570
3571895551.851603,-0.003210,-0.026076,-19.030885,-18.703797,0.327088
3571895551.861604,-0.003057,-0.026068,-19.026497,-18.703797,0.322700
3571895551.871605,-0.002907,-0.026060,-19.022154,-18.703797,0.318357
3571895551.881605,-0.002757,-0.026052,-19.017855,-18.703797,0.314058
3571895551.891604,-0.002610,-0.026043,-19.013599,-18.703797,0.309802
3571895551.901606,-0.002463,-0.026034,-19.009387,-18.703797,0.305590
3571895551.911606,-0.002319,-0.026025,-19.005218,-18.703797,0.301421
3571895551.921606,-0.002175,-0.026015,-19.001091,-18.703797,0.297294
3571895551.931606,-0.002034,-0.026005,-18.997007,-19.571433,-0.574426
3571895551.941607,-0.001893,-0.025995,-18.992964,-19.571433,-0.578469
3571895551.951606,-0.002162,-0.025985,-18.997566,-19.571433,-0.573867
3571895551.961606,-0.002432,-0.025974,-19.002209,-19.571433,-0.569224
3571895551.971607,-0.002700,-0.025963,-19.006811,-19.571433,-0.564622
3571895551.981607,-0.002964,-0.025952,-19.011372,-19.571433,-0.560061
3571895551.991608,-0.003226,-0.025941,-19.015892,-19.571433,-0.555541
3571895552.001607,-0.003485,-0.025929,-19.020371,-19.571433,-0.551061
3571895552.011607,-0.003741,-0.025917,-19.024811,-19.571433,-0.546622
3571895552.021608,-0.003995,-0.025905,-19.029210,-19.571433,-0.542222
3571895552.031609,-0.004245,-0.025893,-19.033570,-18.717980,0.315590
3571895552.041608,-0.004493,-0.025880,-19.037891,-18.717980,0.319911
3571895552.051609,-0.004411,-0.025867,-19.033516,-18.717980,0.315537
3571895552.061609,-0.004326,-0.025854,-19.029104,-18.717980,0.311124
3571895552.071610,-0.004242,-0.025841,-19.024735,-18.717980,0.306755
3571895552.081611,-0.004159,-0.025828,-19.020411,-18.717980,0.302431
3571895552.091609,-0.004076,-0.025814,-19.016132,-18.717980,0.298152
3571895552.101610,-0.003995,-0.025800,-19.011897,-18.717980,0.293917
3571895552.111610,-0.003914,-0.025786,-19.007705,-18.717980,0.289725
3571895552.121612,-0.003834,-0.025771,-19.003556,-18.717980,0.285576
3571895552.131610,-0.003755,-0.025757,-18.999450,-18.517597,0.481852
3571895552.141612,-0.003677,-0.025742,-18.995385,-18.517597,0.477788
3571895552.151612,-0.003392,-0.025727,-18.990110,-18.517597,0.472513
3571895552.161612,-0.003109,-0.025712,-18.984876,-18.517597,0.467278
3571895552.171612,-0.002829,-0.025697,-18.979692,-18.517597,0.462095
3571895552.181612,-0.002552,-0.025681,-18.974558,-18.517597,0.456961
3571895552.191612,-0.002277,-0.025665,-18.969475,-18.517597,0.451878
3571895552.201613,-0.002006,-0.025650,-18.964441,-18.517597,0.446844
3571895552.211613,-0.001737,-0.025634,-18.959456,-18.517597,0.441859
3571895552.221611,-0.001471,-0.025617,-18.954520,-18.517597,0.436922
3571895552.231613,-0.001208,-0.025601,-18.949631,-18.544965,0.404667
3571895552.241614,-0.000948,-0.025584,-18.944791,-18.544965,0.399826
3571895552.251614,-0.000946,-0.025568,-18.939364,-18.544965,0.394399
3571895552.261614,-0.000946,-0.025551,-18.933986,-18.544965,0.389021
3571895552.271615,-0.000946,-0.025534,-18.928663,-18.544965,0.383698
3571895552.281616,-0.000946,-0.025516,-18.923395,-18.544965,0.378430
3571895552.291614,-0.000946,-0.025499,-18.918181,-18.544965,0.373216
3571895552.301616,-0.000946,-0.025481,-18.913021,-18.544965,0.368056
3571895552.311616,-0.000946,-0.025464,-18.907913,-18.544965,0.362948
3571895552.321616,-0.000946,-0.025446,-18.902858,-18.544965,0.357893
3571895552.331615,-0.000945,-0.025428,-18.897855,-19.654047,-0.756192
3571895552.341616,-0.000945,-0.025410,-18.892903,-19.654047,-0.761144
3571895552.351618,-0.001253,-0.025391,-18.899365,-19.654047,-0.754682
3571895552.361617,-0.001561,-0.025373,-18.905877,-19.654047,-0.748171
3571895552.371617,-0.001865,-0.025354,-18.912329,-19.654047,-0.741718
3571895552.381617,-0.002167,-0.025336,-18.918723,-19.654047,-0.735324
3571895552.391617,-0.002465,-0.025317,-18.925058,-19.654047,-0.728989
3571895552.401618,-0.002761,-0.025298,-18.931334,-19.654047,-0.722713
3571895552.411618,-0.003053,-0.025279,-18.937553,-19.654047,-0.716494
3571895552.421618,-0.003342,-0.025260,-18.943715,-19.654047,-0.710332
3571895552.431619,-0.003628,-0.025241,-18.949820,-19.112796,-0.162976
3571895552.441619,-0.003911,-0.025221,-18.955869,-19.112796,-0.156927
3571895552.451620,-0.004084,-0.025202,-18.956351,-19.112796,-0.156444
3571895552.461620,-0.004253,-0.025182,-18.956779,-19.112796,-0.156017
3571895552.471621,-0.004422,-0.025162,-18.957205,-19.112796,-0.155591
3571895552.481620,-0.004588,-0.025142,-18.957629,-19.112796,-0.155167
3571895552.491620,-0.004752,-0.025122,-18.958052,-19.112796,-0.154744
3571895552.501621,-0.004915,-0.025102,-18.958474,-19.112796,-0.154322
3571895552.511621,-0.005076,-0.025082,-18.958895,-19.112796,-0.153901
3571895552.521622,-0.005235,-0.025062,-18.959314,-19.112796,-0.153482
3571895552.531622,-0.005392,-0.025041,-18.959732,-18.629634,0.330097
3571895552.541623,-0.005548,-0.025021,-18.960148,-18.629634,0.330514
3571895552.551621,-0.005378,-0.025000,-18.956258,-18.629634,0.326623
3571895552.561623,-0.005207,-0.024980,-18.952365,-18.629634,0.322731
3571895552.571623,-0.005038,-0.024959,-18.948511,-18.629634,0.318877
3571895552.581624,-0.004870,-0.024938,-18.944695,-18.629634,0.315061
3571895552.591622,-0.004704,-0.024917,-18.940917,-18.629634,0.311282
3571895552.601624,-0.004540,-0.024896,-18.937176,-18.629634,0.307542
3571895552.611624,-0.004377,-0.024875,-18.933472,-18.629634,0.303838
3571895552.621624,-0.004216,-0.024854,-18.929805,-18.629634,0.300171
3571895552.631625,-0.004057,-0.024832,-18.926175,-18.920781,0.005393
3571895552.641624,-0.003899,-0.024811,-18.922580,-18.920781,0.001799
3571895552.651625,-0.003891,-0.024790,-18.921886,-18.920781,0.001105
3571895552.661625,-0.003884,-0.024768,-18.921228,-18.920781,0.000447
3571895552.671626,-0.003877,-0.024747,-18.920577,-18.920781,-0.000204
3571895552.681625,-0.003870,-0.024725,-18.919935,-18.920781,-0.000846
3571895552.691626,-0.003864,-0.024703,-18.919300,-18.920781,-0.001481
3571895552.701625,-0.003857,-0.024681,-18.918673,-18.920781,-0.002108
3571895552.711625,-0.003850,-0.024660,-18.918053,-18.920781,-0.002728
3571895552.721628,-0.003843,-0.024638,-18.917441,-18.920781,-0.003340
3571895552.731626,-0.003837,-0.024616,-18.916836,-18.477838,0.438998
3571895552.741627,-0.003830,-0.024594,-18.916239,-18.477838,0.438401
3571895552.751628,-0.004142,-0.024572,-18.910173,-18.477838,0.432335
3571895552.761627,-0.004452,-0.024549,-18.904116,-18.477838,0.426277
3571895552.771627,-0.004760,-0.024527,-18.898120,-18.477838,0.420282
3571895552.781628,-0.005064,-0.024505,-18.892186,-18.477838,0.414348
3571895552.791627,-0.005365,-0.024483,-18.886314,-18.477838,0.408475
3571895552.801629,-0.005663,-0.024460,-18.880501,-18.477838,0.402663
3571895552.811629,-0.005957,-0.024438,-18.874748,-18.477838,0.396910
3571895552.821630,-0.006249,-0.024415,-18.869054,-18.477838,0.391216
3571895552.831630,-0.006537,-0.024393,-18.863419,-19.004925,-0.141506
3571895552.841630,-0.006823,-0.024370,-18.857841,-19.004925,-0.147084
3571895552.851630,-0.006901,-0.024348,-18.858252,-19.004925,-0.146674
3571895552.861630,-0.006980,-0.024325,-18.858720,-19.004925,-0.146205
3571895552.871631,-0.007058,-0.024302,-18.859187,-19.004925,-0.145739
3571895552.881631,-0.007135,-0.024280,-18.859651,-19.004925,-0.145274
3571895552.891630,-0.007211,-0.024257,-18.860113,-19.004925,-0.144813
3571895552.901631,-0.007286,-0.024234,-18.860572,-19.004925,-0.144353
3571895552.911631,-0.007360,-0.024211,-18.861029,-19.004925,-0.143896
3571895552.921632,-0.007434,-0.024188,-18.861484,-19.004925,-0.143441
3571895552.931632,-0.007507,-0.024166,-18.861936,-18.868414,-0.006478
3571895552.941634,-0.007578,-0.024143,-18.862386,-18.868414,-0.006028
3571895552.951633,-0.007562,-0.024120,-18.861521,-18.868414,-0.006894
3571895552.961633,-0.007545,-0.024097,-18.860653,-18.868414,-0.007761
3571895552.971633,-0.007528,-0.024074,-18.859795,-18.868414,-0.008619
3571895552.981633,-0.007512,-0.024051,-18.858947,-18.868414,-0.009467
3571895552.991632,-0.007495,-0.024028,-18.858109,-18.868414,-0.010305
3571895553.001634,-0.007479,-0.024004,-18.857281,-18.868414,-0.011133
3571895553.011634,-0.007462,-0.023981,-18.856463,-18.868414,-0.011951
3571895553.021635,-0.007446,-0.023958,-18.855654,-18.868414,-0.012760
3571895553.031635,-0.007429,-0.023935,-18.854855,-18.808811,0.046044
3571895553.041635,-0.007413,-0.023912,-18.854065,-18.808811,0.045254
3571895553.051634,-0.007361,-0.023889,-18.852505,-18.808811,0.043693
